Application Number,Nameplate Rating
SCE-CSI-18475,5.76
SCE-CSI-01405,2.87
SCE-CSI-54787,2.45
SCE-CSI-00554,5.4
SCE-CSI-73009,5.5
SCE-CSI-21479,3.68
SCE-CSI-72251,4.25
SCE-CSI-15209,5.17
SCE-CSI-57689,3.92
SCE-CSI-03314,4.05
SCE-CSI-09019,5.88
SCE-CSI-70136,5.565
SCE-CSI-68464,3.5
SCE-CSI-00093,4.2
SCE-CSI-00948,8.684
SCE-CSI-67630,3
SCE-CSI-03662,2.255
SCE-CSI-00953,3.328
SCE-CSI-73103,2.75
SCE-CSI-24536,5.88
SCE-CSI-60577,4.9
SCE-CSI-38755,2
SCE-CSI-23697,5.55
SCE-CSI-46340,7.84
SCE-CSI-23665,2.585
SCE-CSI-26694,9.69
SCE-CSI-20861,11.18
SCE-CSI-51342,3.64
SCE-CSI-20630,2.07
SCE-CSI-27317,4.23
SCE-CSI-11893,4.2
SCE-CSI-27185,8.28
SCE-CSI-21984,2.82
SCE-CSI-17955,5.06
SCE-CSI-17413,2.585
SCE-CSI-16838,1.792
SCE-CSI-34553,3.12
SCE-CSI-21271,3.45
SCE-CSI-46135,4.41
SCE-CSI-10915,3.87
SCE-CSI-14242,7.59
SCE-CSI-47252,9.31
SCE-CSI-13743,1.75
SCE-CSI-68329,2.5
SCE-CSI-13277,4.32
SCE-CSI-64230,5.39
SCE-CSI-12340,5.04
SCE-CSI-25192,4.23
SCE-CSI-12185,4.9
SCE-CSI-36120,6.867
SCE-CSI-11966,4.62
SCE-CSI-74803,5.75
SCE-CSI-59907,5.559
SCE-CSI-56107,5.04
SCE-CSI-08213,5.46
SCE-CSI-48264,3.43
SCE-CSI-12636,1.8
SCE-CSI-63307,6.5
SCE-CSI-23786,7.98
SCE-CSI-46775,6.9
SCE-CSI-08043,4.92
SCE-CSI-47774,3.27
SCE-CSI-04199,4
SCE-CSI-62073,4.905
SCE-CSI-03763,5.16
SCE-CSI-51370,4.32
SCE-CSI-03855,4.81
SCE-CSI-05312,4.6
SCE-CSI-36753,4.578
SCE-CSI-01065,4
SCE-CSI-25132,3.42
SCE-CSI-06370,9.6
SCE-CSI-57397,9.8
SCE-CSI-08835,5.805
SCE-CSI-25792,5.76
SCE-CSI-06711,23.94
SCE-CSI-36137,5.04
SCE-CSI-23484,3.96
SCE-CSI-26515,2.585
SCE-CSI-05674,4
SCE-CSI-06036,3.6
SCE-CSI-64609,5
SCE-CSI-05494,3.22
SCE-CSI-18406,3.225
SCE-CSI-71682,5.175
SCE-CSI-06275,4.305
SCE-CSI-30042,4.312
SCE-CSI-14753,3.87
SCE-CSI-35982,5.39
SCE-CSI-01132,9.724
SCE-CSI-73180,4.16
SCE-CSI-15088,5.4
SCE-CSI-68272,5
SCE-CSI-01250,2.73
SCE-CSI-36150,4.59
SCE-CSI-14763,1.89
SCE-CSI-40262,9.81
SCE-CSI-11233,2.94
SCE-CSI-71288,4.32
SCE-CSI-62119,14.945
SCE-CSI-18762,2.24
SCE-CSI-71906,5
SCE-CSI-54486,3.315
SCE-CSI-03351,6.075
SCE-CSI-09204,4.2
SCE-CSI-09774,3.5
SCE-CSI-27997,8.085
SCE-CSI-05702,1.395
SCE-CSI-10164,4.32
SCE-CSI-44511,7.848
SCE-CSI-08239,5.25
SCE-CSI-46379,5.88
SCE-CSI-09324,3.36
SCE-CSI-60460,4.905
SCE-CSI-15116,2.35
SCE-CSI-17401,15.51
SCE-CSI-66430,7.35
SCE-CSI-18197,3.29
SCE-CSI-61220,3.25
SCE-CSI-18000,2.585
SCE-CSI-04033,3.15
SCE-CSI-53398,5.5
SCE-CSI-44054,6.24
SCE-CSI-00621,3.36
SCE-CSI-65989,6.25
SCE-CSI-32445,2.82
SCE-CSI-04280,7.2
SCE-CSI-04147,2.87
SCE-CSI-27837,3.29
SCE-CSI-02457,9
SCE-CSI-13227,2.24
SCE-CSI-65448,4.165
SCE-CSI-06216,5.92
SCE-CSI-42190,3.995
SCE-CSI-06863,4.92
SCE-CSI-31466,5.28
SCE-CSI-28306,3.696
SCE-CSI-01930,4.07
SCE-CSI-06767,3.15
SCE-CSI-29387,4.23
SCE-CSI-08557,3.22
SCE-CSI-69543,3
SCE-CSI-02498,2.4
SCE-CSI-29274,6.27
SCE-CSI-13320,3.15
SCE-CSI-52035,8.175
SCE-CSI-01983,6.075
SCE-CSI-61237,4.41
SCE-CSI-00458,7.56
SCE-CSI-63948,2.5
SCE-CSI-08281,5.075
SCE-CSI-72914,6.36
SCE-CSI-05115,2.97
SCE-CSI-72645,4.24
SCE-CSI-04694,5.52
SCE-CSI-29247,3.12
SCE-CSI-06301,2.8
SCE-CSI-74208,3.75
SCE-CSI-15187,5.712
SCE-CSI-45338,6.867
SCE-CSI-17540,3.22
SCE-CSI-72313,3.78
SCE-CSI-15931,10.12
SCE-CSI-69729,6.75
SCE-CSI-24823,5.17
SCE-CSI-43881,7.2
SCE-CSI-01396,1.65
SCE-CSI-30812,7.35
SCE-CSI-06303,4.14
SCE-CSI-10341,3.325
SCE-CSI-74702,5
SCE-CSI-03834,7.77
SCE-CSI-56874,7.5
SCE-CSI-02977,2.4
SCE-CSI-40296,13.4
SCE-CSI-21361,5.98
SCE-CSI-44766,11.445
SCE-CSI-64649,2.25
SCE-CSI-25317,6.5
SCE-CSI-41080,5.39
SCE-CSI-49447,4.08
SCE-CSI-59951,4.16
SCE-CSI-73483,8.37
SCE-CSI-43124,2.4
SCE-CSI-69715,4.08
SCE-CSI-63994,6.37
SCE-CSI-62389,10
SCE-CSI-45610,9.8
SCE-CSI-46547,11.025
SCE-CSI-59917,3.924
SCE-CSI-25398,2.928
SCE-CSI-40804,11.5
SCE-CSI-67802,6.86
SCE-CSI-36959,7.44
SCE-CSI-45035,2.88
SCE-CSI-48382,5.886
SCE-CSI-57523,5.232
SCE-CSI-28592,1.715
SCE-CSI-68619,4.25
SCE-CSI-59040,4.25
SCE-CSI-52284,2.6
SCE-CSI-36701,5.88
SCE-CSI-42136,6.25
SCE-CSI-38785,14.388
SCE-CSI-48226,9.156
SCE-CSI-32352,6.24
SCE-CSI-52835,4.655
SCE-CSI-60321,3.57
SCE-CSI-67924,1.5
SCE-CSI-60639,6.5
SCE-CSI-28962,2.82
SCE-CSI-28753,2.88
SCE-CSI-70414,6.25
SCE-CSI-38829,5.61
SCE-CSI-61791,6.25
SCE-CSI-35139,4.23
SCE-CSI-54286,5.25
SCE-CSI-28622,3.36
SCE-CSI-56933,6.24
SCE-CSI-34897,6.54
SCE-CSI-69184,5.52
SCE-CSI-29547,15.84
SCE-CSI-51001,5.72
SCE-CSI-37535,3.12
SCE-CSI-66041,4.5
SCE-CSI-64274,6.5
SCE-CSI-34908,5.39
SCE-CSI-68859,4
SCE-CSI-71174,7
SCE-CSI-31098,7.2
SCE-CSI-65566,7.75
SCE-CSI-64544,4.59
SCE-CSI-11307,4.18
SCE-CSI-42585,6.72
SCE-CSI-11833,3.76
SCE-CSI-65304,7.35
SCE-CSI-06821,4.14
SCE-CSI-13949,5.06
SCE-CSI-05903,2.22
SCE-CSI-09424,2.94
SCE-CSI-31124,7.35
SCE-CSI-24644,2.99
SCE-CSI-72517,10
SCE-CSI-24577,4.995
SCE-CSI-50664,6.867
SCE-CSI-24485,2.96
SCE-CSI-56017,4.75
SCE-CSI-24749,6.44
SCE-CSI-46126,1.92
SCE-CSI-24784,7.59
SCE-CSI-39726,8.925
SCE-CSI-24254,2.35
SCE-CSI-24195,10.56
SCE-CSI-31585,4.41
SCE-CSI-24141,4.3
SCE-CSI-25681,7.59
SCE-CSI-23808,5.75
SCE-CSI-55338,5.886
SCE-CSI-23711,5.06
SCE-CSI-64935,5
SCE-CSI-20833,11.28
SCE-CSI-13838,3.5
SCE-CSI-47192,5.1
SCE-CSI-19620,12.042
SCE-CSI-42960,5.886
SCE-CSI-18088,8.4
SCE-CSI-51317,6.54
SCE-CSI-30426,5.61
SCE-CSI-22511,3.36
SCE-CSI-46052,3.43
SCE-CSI-16597,6.105
SCE-CSI-69289,6
SCE-CSI-22136,3.12
SCE-CSI-27149,4.23
SCE-CSI-13621,6.3
SCE-CSI-27982,3.22
SCE-CSI-13666,3.7
SCE-CSI-36097,6.867
SCE-CSI-12349,4.44
SCE-CSI-52017,5.2
SCE-CSI-21857,4.8
SCE-CSI-11760,7.41
SCE-CSI-42949,8.575
SCE-CSI-31689,3.57
SCE-CSI-10702,13.8
SCE-CSI-70654,5.5
SCE-CSI-39695,4.165
SCE-CSI-01014,81.6
SCE-CSI-39597,3.27
SCE-CSI-16180,5.98
SCE-CSI-15788,2.3
SCE-CSI-72873,4
SCE-CSI-02838,4.95
SCE-CSI-73413,6.5
SCE-CSI-11249,5.208
SCE-CSI-57102,4.41
SCE-CSI-46331,6.72
SCE-CSI-10502,2.07
SCE-CSI-49600,3.57
SCE-CSI-13466,12.88
SCE-CSI-39710,4.25
SCE-CSI-04799,5.52
SCE-CSI-42066,5.232
SCE-CSI-03693,7.2
SCE-CSI-65360,6.615
SCE-CSI-51577,9.156
SCE-CSI-04814,20.7
SCE-CSI-67595,12.5
SCE-CSI-07331,5.06
SCE-CSI-40525,9.31
SCE-CSI-17610,4.44
SCE-CSI-05167,2.376
SCE-CSI-34726,17.331
SCE-CSI-09976,4.4
SCE-CSI-27958,4.23
SCE-CSI-00308,9.9
SCE-CSI-28020,4.14
SCE-CSI-39676,4.08
SCE-CSI-06178,3.7
SCE-CSI-32975,3.27
SCE-CSI-14580,6
SCE-CSI-37624,16.35
SCE-CSI-05585,3.68
SCE-CSI-72935,3
SCE-CSI-02442,2.992
SCE-CSI-50517,21.255
SCE-CSI-03307,3.6
SCE-CSI-65361,4.9
SCE-CSI-21725,4.23
SCE-CSI-11650,3.42
SCE-CSI-63191,14
SCE-CSI-01163,6.66
SCE-CSI-31799,6.24
SCE-CSI-47775,7.848
SCE-CSI-14070,1.908
SCE-CSI-57393,9.66
SCE-CSI-18678,4.05
SCE-CSI-19104,11.04
SCE-CSI-53370,3.675
SCE-CSI-24896,6.08
SCE-CSI-34562,2.35
SCE-CSI-23497,8.75
SCE-CSI-30099,3.12
SCE-CSI-04768,4.5
SCE-CSI-39056,4.335
SCE-CSI-02228,3.04
SCE-CSI-50803,7.2
SCE-CSI-04221,4
SCE-CSI-36699,5.52
SCE-CSI-20856,4.07
SCE-CSI-33578,7.65
SCE-CSI-03180,2.1
SCE-CSI-01777,9.9
SCE-CSI-38104,1.175
SCE-CSI-13196,3.36
SCE-CSI-65407,2
SCE-CSI-11830,3.87
SCE-CSI-01862,2.4
SCE-CSI-15379,4.84
SCE-CSI-35733,2.16
SCE-CSI-08113,1.84
SCE-CSI-10223,6.45
SCE-CSI-64517,7
SCE-CSI-07397,4.62
SCE-CSI-49097,2
SCE-CSI-13648,7.5
SCE-CSI-11824,5.805
SCE-CSI-56492,3
SCE-CSI-11039,6.58
SCE-CSI-03056,11.34
SCE-CSI-65798,2.915
SCE-CSI-08130,1.575
SCE-CSI-41889,3.27
SCE-CSI-09603,3.01
SCE-CSI-04881,5.16
SCE-CSI-36917,10.791
SCE-CSI-07123,5.6
SCE-CSI-37003,5.232
SCE-CSI-15156,7.05
SCE-CSI-32779,5.1
SCE-CSI-24922,5.06
SCE-CSI-08141,2.7
SCE-CSI-70579,5.886
SCE-CSI-01576,1.47
SCE-CSI-35635,6
SCE-CSI-07129,3.15
SCE-CSI-31569,2.4
SCE-CSI-53396,4.905
SCE-CSI-06865,3.6
SCE-CSI-70682,8.5
SCE-CSI-08280,2.775
SCE-CSI-11303,7.22
SCE-CSI-08563,6.48
SCE-CSI-30376,7.59
SCE-CSI-11832,3.6
SCE-CSI-66878,10.07
SCE-CSI-22103,5.17
SCE-CSI-64248,11.5
SCE-CSI-05041,5.94
SCE-CSI-72602,4.08
SCE-CSI-06173,2.22
SCE-CSI-29492,9.12
SCE-CSI-07166,1.98
SCE-CSI-39415,6.37
A-2006-136,293.76
SCE-CSI-73065,4.68
SCE-CSI-07967,9.02
SCE-CSI-45545,7.2
SCE-CSI-16553,9.03
SCE-CSI-41651,6
SCE-CSI-08172,5.775
SCE-CSI-56527,6.54
SCE-CSI-67907,5.355
SCE-CSI-34972,7.848
SCE-CSI-73375,5.5
SCE-CSI-30047,5.76
SCE-CSI-27129,7.05
SCE-CSI-37179,7.848
SCE-CSI-52190,4.165
SCE-CSI-39579,2.4
SCE-CSI-31590,4.05
SCE-CSI-52693,10.464
SCE-CSI-38629,3.68
SCE-CSI-70887,4
SCE-CSI-40456,6.867
SCE-CSI-51009,9.81
SCE-CSI-64155,7
SCE-CSI-54992,3.27
SCE-CSI-34593,8.88
SCE-CSI-30393,3.36
SCE-CSI-39965,4.578
SCE-CSI-47654,5.232
SCE-CSI-50858,9.2
SCE-CSI-36606,3.924
SCE-CSI-25928,2.76
SCE-CSI-26078,7.74
SCE-CSI-42168,9.36
SCE-CSI-35584,3.055
SCE-CSI-59896,4.578
SCE-CSI-40302,5.886
SCE-CSI-53430,5.886
SCE-CSI-37084,9.156
SCE-CSI-34058,5.886
SCE-CSI-51936,7.5
SCE-CSI-32315,5.1
SCE-CSI-34841,5.98
SCE-CSI-44616,5.232
SCE-CSI-65734,7.5
SCE-CSI-31982,9.81
SCE-CSI-41691,9.156
SCE-CSI-41693,9.81
SCE-CSI-35968,6.84
SCE-CSI-34268,4.578
SCE-CSI-36671,7.2
SCE-CSI-41478,7.75
SCE-CSI-39090,3.84
SCE-CSI-48379,15.08
SCE-CSI-25365,5.52
SCE-CSI-37224,3.12
SCE-CSI-26109,8.25
SCE-CSI-51694,5.52
SCE-CSI-63638,5
SCE-CSI-35848,6.24
SCE-CSI-52308,3.43
SCE-CSI-53693,5.83
SCE-CSI-33220,5.88
SCE-CSI-45319,7.65
SCE-CSI-39218,6.867
SCE-CSI-33050,3.27
SCE-CSI-25153,3.7
SCE-CSI-32837,5.13
SCE-CSI-40357,6.867
SCE-CSI-49249,9.36
SCE-CSI-64076,3.36
SCE-CSI-67428,4.5
SCE-CSI-67539,9.12
SCE-CSI-35636,4.14
SCE-CSI-38885,6.72
SCE-CSI-54662,7.56
SCE-CSI-64090,6.24
SCE-CSI-33432,7.65
SCE-CSI-26404,6.44
SCE-CSI-25571,4.995
SCE-CSI-52364,5.06
SCE-CSI-41295,5.232
SCE-CSI-38913,5.76
SCE-CSI-52884,8.84
SCE-CSI-62708,6.5
SCE-CSI-71507,5
SCE-CSI-36653,9.81
SCE-CSI-35477,3.27
SCE-CSI-14321,2.016
SCE-CSI-44592,6.867
SCE-CSI-13677,9.6
SCE-CSI-06903,4.5
SCE-CSI-40703,4.42
SCE-CSI-72713,10.25
SCE-CSI-06828,3.8
SCE-CSI-24997,5.06
SCE-CSI-05434,2.22
SCE-CSI-40288,5.52
SCE-CSI-10910,4.14
SCE-CSI-73543,7.52
SCE-CSI-03675,5.126
SCE-CSI-40174,6.12
SCE-CSI-54973,3.27
SCE-CSI-22390,5.17
SCE-CSI-23727,2.35
SCE-CSI-30377,9.856
SCE-CSI-46322,3.675
SCE-CSI-23219,4.23
SCE-CSI-68122,10
SCE-CSI-13564,7.59
SCE-CSI-49320,5.355
SCE-CSI-13223,3.885
SCE-CSI-12189,5.04
SCE-CSI-52041,3.25
SCE-CSI-11349,4.6
SCE-CSI-61729,3.57
SCE-CSI-06231,2.16
SCE-CSI-02586,9.504
SCE-CSI-31314,5.1
SCE-CSI-01484,7.4
SCE-CSI-34729,7.848
SCE-CSI-02380,14.26
SCE-CSI-42995,9.156
SCE-CSI-59408,10.464
SCE-CSI-16204,5.9
SCE-CSI-36745,2.3
SCE-CSI-18843,5.06
SCE-CSI-34148,4.9
SCE-CSI-26016,5.98
SCE-CSI-16009,5.06
SCE-CSI-26698,32.43
SCE-CSI-65133,17
SCE-CSI-01358,16.38
SCE-CSI-01120,5.2
SCE-CSI-57381,5.695
SCE-CSI-55394,5.232
SCE-CSI-13834,3.885
SCE-CSI-64228,5.4
SCE-CSI-07009,4.1
SCE-CSI-34173,3.924
SCE-CSI-12622,5.25
SCE-CSI-62470,7.5
SCE-CSI-14774,9.72
SCE-CSI-31803,6.867
SCE-CSI-04829,6.02
SCE-CSI-26609,6.9
SCE-CSI-22227,8.14
SCE-CSI-09151,8.325
SCE-CSI-74120,8.75
SCE-CSI-23379,5.92
SCE-CSI-66459,4
SCE-CSI-03195,2.45
SCE-CSI-70390,6.25
SCE-CSI-11025,8.325
SCE-CSI-66427,4.9
SCE-CSI-17414,4.995
SCE-CSI-39080,5.886
SCE-CSI-09335,5.18
SCE-CSI-28464,4.7
SCE-CSI-06622,2.2
SCE-CSI-53550,9.5
SCE-CSI-13267,4.44
SCE-CSI-56496,9.156
SCE-CSI-17033,6.3
SCE-CSI-49408,2.76
SCE-CSI-00309,9.9
SCE-CSI-25804,9.675
SCE-CSI-49407,3.995
SCE-CSI-28446,3.42
SCE-CSI-70484,9.5
SCE-CSI-76680,33.15
SCE-CSI-43092,14.388
SCE-CSI-51412,10.464
SCE-CSI-68133,7.5
SCE-CSI-42000,7
SCE-CSI-63921,11.25
SCE-CSI-44520,5.88
SCE-CSI-53946,7.5
SCE-CSI-39812,4.578
SCE-CSI-63173,4.655
SCE-CSI-26377,5.06
SCE-CSI-65999,7.68
SCE-CSI-69564,8
SCE-CSI-33105,3.924
SCE-CSI-66465,10.5
SCE-CSI-69359,20.25
SCE-CSI-61929,4.24
SCE-CSI-33996,13.734
SCE-CSI-39419,3.22
SCE-CSI-37350,5.886
SCE-CSI-67789,10.137
SCE-CSI-54245,5.232
SCE-CSI-73158,6.36
SCE-CSI-37356,3.924
SCE-CSI-35374,9.156
SCE-CSI-34011,11.772
SCE-CSI-35373,29.757
SCE-CSI-62385,10
SCE-CSI-48804,5.886
SCE-CSI-42693,11
SCE-CSI-74154,6
SCE-CSI-34059,5.2
SCE-CSI-36544,7.14
SCE-CSI-42824,12
SCE-CSI-29519,20.24
SCE-CSI-26077,6.67
SCE-CSI-52764,7.28
SCE-CSI-28137,8.225
SCE-CSI-29001,6.58
SCE-CSI-59574,4.41
SCE-CSI-38773,7.395
SCE-CSI-36861,5.98
SCE-CSI-26211,6.21
SCE-CSI-25413,5.28
SCE-CSI-30716,8.88
SCE-CSI-25940,9.03
SCE-CSI-71346,3.76
SCE-CSI-37767,7.848
SCE-CSI-31418,11.772
SCE-CSI-68642,6.5
SCE-CSI-65754,5.5
SCE-CSI-29981,5.28
SCE-CSI-34997,7.848
SCE-CSI-39912,3.27
SCE-CSI-47027,3.27
SCE-CSI-61789,6.25
SCE-CSI-49509,8.58
SCE-CSI-48419,5.232
SCE-CSI-70296,8
SCE-CSI-35084,7.848
SCE-CSI-36829,6.867
SCE-CSI-43517,5.52
SCE-CSI-31638,7.68
SCE-CSI-65210,5.88
SCE-CSI-56668,2.205
SCE-CSI-41537,6
SCE-CSI-28754,3.87
SCE-CSI-72349,7.5
SCE-CSI-26406,4.56
SCE-CSI-16944,11.5
SCE-CSI-68181,17.5
SCE-CSI-48482,15.696
SCE-CSI-20045,22.77
SCE-CSI-34724,13.26
SCE-CSI-04264,20.16
SCE-CSI-61484,5
SCE-CSI-08142,4.725
SCE-CSI-71996,4.25
SCE-CSI-04802,15.44
SCE-CSI-14228,7.4
SCE-CSI-37824,6.24
SCE-CSI-15624,5.64
SCE-CSI-32233,6.24
SCE-CSI-38711,4
SCE-CSI-53488,4
SCE-CSI-73859,1.56
SCE-CSI-56963,3.5
SCE-CSI-05246,3.6
SCE-CSI-72655,7.25
SCE-CSI-04380,2.7
SCE-CSI-55630,8
SCE-CSI-18491,1.48
SCE-CSI-44846,3.92
SCE-CSI-18616,4.7
SCE-CSI-27771,4.935
SCE-CSI-13634,1.61
SCE-CSI-60377,8.91
SCE-CSI-22178,6.105
SCE-CSI-16196,3.76
SCE-CSI-10257,1.41
SCE-CSI-56973,3.5
SCE-CSI-26692,5.64
SCE-CSI-21561,4.935
SCE-CSI-65364,5.88
SCE-CSI-10038,2.94
SCE-CSI-49639,3.5
SCE-CSI-02625,7.215
SCE-CSI-51046,5.39
SCE-CSI-02622,14.985
SCE-CSI-38482,5.232
SCE-CSI-64632,3.92
SCE-CSI-11629,4.86
SCE-CSI-10592,3.15
SCE-CSI-58510,6.86
SCE-CSI-12007,3.96
SCE-CSI-42093,5.64
SCE-CSI-05968,2.52
SCE-CSI-54243,4.7
SCE-CSI-08192,1.575
SCE-CSI-60292,2.7
SCE-CSI-05705,2.475
SCE-CSI-72086,6.75
SCE-CSI-55748,3.18
SCE-CSI-74413,4
SCE-CSI-03823,6.46
SCE-CSI-48977,6.86
SCE-CSI-04680,53.76
SCE-CSI-71339,2.805
SCE-CSI-31201,5.17
SCE-CSI-05891,577.5
SCE-CSI-53569,6
SCE-CSI-01291,4.305
SCE-CSI-06616,3
SCE-CSI-64818,5.3
SCE-CSI-36546,1.715
SCE-CSI-35384,2.6
SCE-CSI-67178,3.5
SCE-CSI-25386,1.295
SCE-CSI-46953,4.165
SCE-CSI-26222,4.18
SCE-CSI-61085,6.5
SCE-CSI-58568,5.39
SCE-CSI-66653,4
SCE-CSI-61353,4.5
SCE-CSI-53487,4.25
SCE-CSI-07451,7.35
SCE-CSI-64266,8.25
SCE-CSI-07547,3.69
SCE-CSI-30737,6.11
SCE-CSI-35679,8.82
SCE-CSI-03730,3.6
SCE-CSI-37618,7.14
SCE-CSI-02335,4.875
SCE-CSI-64148,5.559
SCE-CSI-09865,6.58
SCE-CSI-25336,8.225
SCE-CSI-16489,3.885
SCE-CSI-25526,3.08
SCE-CSI-02070,7
SCE-CSI-55346,5.1
SCE-CSI-07210,6.93
SCE-CSI-30490,4.6
SCE-CSI-01920,5.4
SCE-CSI-36600,6.11
SCE-CSI-05855,1.56
SCE-CSI-30280,8.96
SCE-CSI-17136,4.284
SCE-CSI-72111,6.095
SCE-CSI-11348,5.4
SCE-CSI-70918,5
SCE-CSI-19714,5.06
SCE-CSI-62670,5.232
SCE-CSI-08727,5.52
SCE-CSI-60565,5.5
SCE-CSI-23777,4.3
SCE-CSI-39978,10.29
SCE-CSI-12832,8.4
SCE-CSI-54417,7.35
SCE-CSI-09244,7.776
SCE-CSI-26426,4.18
SCE-CSI-56440,4.05
SCE-CSI-24412,6.24
SCE-CSI-73517,5.4
SCE-CSI-23962,11.04
SCE-CSI-28010,6.37
SCE-CSI-23902,5.64
SCE-CSI-56081,6.72
SCE-CSI-23066,4.8
SCE-CSI-45883,9.555
SCE-CSI-20872,5.98
SCE-CSI-20530,5.55
SCE-CSI-25643,2.66
SCE-CSI-05439,3.9
SCE-CSI-56095,5.28
SCE-CSI-03376,4.3
SCE-CSI-43885,4.59
SCE-CSI-04982,5.52
SCE-CSI-40841,5.72
SCE-CSI-01454,24.6
SCE-CSI-26174,2.88
SCE-CSI-02993,2.1
SCE-CSI-51350,7.848
SCE-CSI-17010,6.902
SCE-CSI-44881,5.04
SCE-CSI-11901,5.04
SCE-CSI-30996,8.67
SCE-CSI-01739,6.3
SCE-CSI-05566,5.88
SCE-CSI-50277,10.29
SCE-CSI-12551,8.28
SCE-CSI-58480,5.559
SCE-CSI-33722,6.885
SCE-CSI-22006,11.27
SCE-CSI-11939,10.5
SCE-CSI-43703,5.39
SCE-CSI-12899,3.6
SCE-CSI-44720,8.82
SCE-CSI-33555,14.57
SCE-CSI-08360,9.66
SCE-CSI-64149,6.555
SCE-CSI-02372,7.02
SCE-CSI-26709,3.29
SCE-CSI-04999,7.38
SCE-CSI-57810,8.085
SCE-CSI-02375,5.74
SCE-CSI-02580,3.69
SCE-CSI-16631,1.8
SCE-CSI-04334,1.38
SCE-CSI-62063,6.867
SCE-CSI-01627,4.8
SCE-CSI-58772,6
SCE-CSI-00174,7.02
SCE-CSI-04103,7.59
SCE-CSI-27001,6.125
SCE-CSI-12216,6.615
SCE-CSI-06200,7.77
SCE-CSI-51218,8.84
SCE-CSI-08229,6.84
SCE-CSI-26829,6.58
SCE-CSI-02847,17.01
SCE-CSI-34765,7.848
SCE-CSI-01795,11.83
SCE-CSI-42465,8.64
SCE-CSI-04169,3.15
SCE-CSI-59678,8.5
SCE-CSI-08068,6.02
SCE-CSI-71937,7.02
SCE-CSI-04562,6.075
SCE-CSI-07691,2.45
SCE-CSI-11287,4.05
SCE-CSI-43300,3.57
SCE-CSI-48049,5.28
SCE-CSI-01499,5.2
SCE-CSI-32491,3.12
SCE-CSI-07688,2.82
SCE-CSI-28066,8.82
SCE-CSI-13032,9.12
SCE-CSI-16430,3.87
SCE-CSI-67988,6.9
SCE-CSI-09169,5.376
SCE-CSI-45950,6
SCE-CSI-00112,7.02
SCE-CSI-66326,12.5
SCE-CSI-05342,4.62
SCE-CSI-38558,5.28
SCE-CSI-18127,3.808
SCE-CSI-56862,14.575
SCE-CSI-07005,4.6
SCE-CSI-36184,3.055
SCE-CSI-28706,5.76
SCE-CSI-06538,2.8
SCE-CSI-57958,6.86
SCE-CSI-57006,6
SCE-CSI-38587,6.25
SCE-CSI-15559,7.04
SCE-CSI-26873,5.17
SCE-CSI-02373,2.925
SCE-CSI-39126,5.886
SCE-CSI-02305,3.72
SCE-CSI-72600,21.75
SCE-CSI-06674,4.3
SCE-CSI-07168,4.14
SCE-CSI-51106,3.924
SCE-CSI-06311,13.8
SCE-CSI-61032,7.05
SCE-CSI-04458,3.15
SCE-CSI-32704,8.175
SCE-CSI-02440,5.52
SCE-CSI-59970,6.9
SCE-CSI-16810,6.44
SCE-CSI-14470,10.175
SCE-CSI-11660,12.24
SCE-CSI-59903,11.118
SCE-CSI-17381,13.16
SCE-CSI-16841,4.05
SCE-CSI-40596,7.14
SCE-CSI-02306,2.4
SCE-CSI-54246,1.44
SCE-CSI-07801,5.74
SCE-CSI-43097,6.885
SCE-CSI-27038,7.04
SCE-CSI-17992,7.616
SCE-CSI-71143,6
SCE-CSI-04190,9.2
SCE-CSI-49582,7.848
SCE-CSI-06557,4.86
SCE-CSI-54618,13.475
SCE-CSI-66397,6.9
SCE-CSI-47848,4.16
SCE-CSI-12181,12.04
SCE-CSI-48818,5.886
SCE-CSI-10655,16.58
SCE-CSI-49163,8.64
SCE-CSI-16577,10.12
SCE-CSI-66167,5.76
SCE-CSI-16885,2.688
SCE-CSI-43117,5.886
SCE-CSI-05128,1.4
SCE-CSI-37193,14.061
SCE-CSI-09332,3.06
SCE-CSI-26353,6.11
SCE-CSI-09331,4.05
SCE-CSI-57028,6.54
SCE-CSI-00797,12.6
SCE-CSI-28117,4.7
SCE-CSI-17641,7.59
SCE-CSI-54113,5.232
SCE-CSI-05852,6.1
SCE-CSI-55852,5.88
SCE-CSI-02697,6
SCE-CSI-00386,6.4
SCE-CSI-50107,12.19
SCE-CSI-05036,8
SCE-CSI-28709,5.28
SCE-CSI-01232,2.31
SCE-CSI-25706,4.56
SCE-CSI-00401,4.32
SCE-CSI-33957,7.59
SCE-CSI-09828,6.45
SCE-CSI-30137,6.11
SCE-CSI-50124,5.88
SCE-CSI-00046,3.96
SCE-CSI-47480,3.924
SCE-CSI-16937,9
SCE-CSI-51449,12
SCE-CSI-01655,8.4
SCE-CSI-56777,4.8
SCE-CSI-22903,6.21
SCE-CSI-69905,3.48
SCE-CSI-02721,2.7
SCE-CSI-40205,6.86
SCE-CSI-14118,4.23
SCE-CSI-60050,6.16
SCE-CSI-26451,4.73
SCE-CSI-30911,8.624
SCE-CSI-00425,6.732
SCE-CSI-33933,3.29
SCE-CSI-14520,8.8
SCE-CSI-43782,12.96
SCE-CSI-01568,3.85
SCE-CSI-49761,14.715
SCE-CSI-03980,4.2
SCE-CSI-29205,14.1
SCE-CSI-01281,5.4
SCE-CSI-56638,12.42
SCE-CSI-03825,2.025
SCE-CSI-47898,11.44
