Application Number,Nameplate Rating
SCE-CSI-15394,3.24
SCE-CSI-30174,4.655
SCE-CSI-06270,5.55
SCE-CSI-43173,5.88
SCE-CSI-03830,4.92
SCE-CSI-65524,9.975
SCE-CSI-07167,7.56
SCE-CSI-05770,4.6
SCE-CSI-38240,7.92
SCE-CSI-07835,6.48
SCE-CSI-02736,3.6
SCE-CSI-26134,3.42
SCE-CSI-04698,8.1
SCE-CSI-26131,6.08
SCE-CSI-06175,3.36
SCE-CSI-53586,5.61
SCE-CSI-31455,10.34
SCE-CSI-05222,4.95
SCE-CSI-69185,7.42
SCE-CSI-05934,6.3
SCE-CSI-67289,7
SCE-CSI-18275,5.4
SCE-CSI-52894,6.615
SCE-CSI-03437,6.21
SCE-CSI-64614,5.5
SCE-CSI-09950,6.21
SCE-CSI-65987,5
SCE-CSI-18388,4.23
SCE-CSI-59621,2.5
SCE-CSI-02758,6.048
SCE-CSI-27756,5.28
SCE-CSI-04483,4.1
SCE-CSI-27752,10.35
SCE-CSI-64108,11.76
SCE-CSI-12768,8.28
SCE-CSI-29818,5.88
SCE-CSI-10869,7.05
SCE-CSI-52958,6.24
SCE-CSI-23495,5.16
SCE-CSI-36012,5.76
SCE-CSI-19379,6.48
SCE-CSI-59361,4
SCE-CSI-08656,17.34
SCE-CSI-60478,6
SCE-CSI-02557,3.51
SCE-CSI-71737,9.69
SCE-CSI-04279,6.24
SCE-CSI-67231,6.37
SCE-CSI-24929,6.235
SCE-CSI-68245,5
SCE-CSI-62734,4
SCE-CSI-23542,5.06
SCE-CSI-56077,7.68
SCE-CSI-19965,2.82
SCE-CSI-25620,1.92
SCE-CSI-21665,2.56
SCE-CSI-38414,4.578
SCE-CSI-14484,7.92
SCE-CSI-14280,3.96
SCE-CSI-64937,9.31
SCE-CSI-13595,4.5
SCE-CSI-58701,11.25
SCE-CSI-11962,20.16
SCE-CSI-54439,5.1
SCE-CSI-17922,2.96
SCE-CSI-51036,3.84
SCE-CSI-07631,4.92
SCE-CSI-44725,2.45
SCE-CSI-65810,9
SCE-CSI-06348,1.8
SCE-CSI-68080,5.5
SCE-CSI-16001,6.426
SCE-CSI-51224,12.74
SCE-CSI-16190,4.32
SCE-CSI-27192,6.46
SCE-CSI-59521,14.31
SCE-CSI-48519,6
SCE-CSI-16013,8.74
SCE-CSI-47278,3.43
SCE-CSI-04203,5.4
SCE-CSI-28254,6.84
SCE-CSI-36519,4.32
SCE-CSI-19501,4
SCE-CSI-68592,4.75
SCE-CSI-05007,4.4
SCE-CSI-61566,2.5
SCE-CSI-09394,6.44
SCE-CSI-52140,4.41
SCE-CSI-00717,6
SCE-CSI-57931,9
SCE-CSI-08078,1.89
SCE-CSI-30043,4.8
SCE-CSI-06716,23.52
SCE-CSI-58896,14
SCE-CSI-16256,2.688
SCE-CSI-65700,6
SCE-CSI-00409,230.09
SCE-CSI-39802,8.64
SCE-CSI-12008,2.07
SCE-CSI-03754,4.05
SCE-CSI-51099,4.41
SCE-CSI-48334,5.39
SCE-CSI-06894,3.78
SCE-CSI-44493,3.43
SCE-CSI-21917,5.64
SCE-CSI-28992,3.43
SCE-CSI-45574,3.43
SCE-CSI-08910,3.8
SCE-CSI-62739,6.86
SCE-CSI-07843,5.67
SCE-CSI-69879,5.5
SCE-CSI-22755,8.6
SCE-CSI-43603,3.43
SCE-CSI-06820,11.7
SCE-CSI-48103,2.4
SCE-CSI-11701,9.9
SCE-CSI-38659,3
SCE-CSI-08639,2.475
SCE-CSI-44182,8.64
SCE-CSI-09454,4.59
SCE-CSI-27043,10.08
SCE-CSI-00851,5.18
SCE-CSI-74451,8.085
SCE-CSI-04700,6.075
SCE-CSI-10285,9.9
SCE-CSI-28120,3.36
SCE-CSI-21137,3.84
SCE-CSI-13356,3.36
SCE-CSI-37896,5.28
SCE-CSI-02938,6.08
SCE-CSI-13360,7.7
SCE-CSI-55869,3.675
SCE-CSI-35056,5.64
SCE-CSI-11834,3.87
SCE-CSI-51837,7.68
SCE-CSI-12628,2.28
SCE-CSI-59553,6.125
SCE-CSI-08168,3.29
SCE-CSI-29177,4.56
SCE-CSI-17076,5.64
SCE-CSI-36475,3.36
SCE-CSI-33830,11.772
SCE-CSI-44246,3.43
SCE-CSI-64846,8.33
SCE-CSI-49235,3.43
SCE-CSI-62846,6.86
SCE-CSI-57679,4
SCE-CSI-60731,3.5
SCE-CSI-53018,5
SCE-CSI-59082,6.37
SCE-CSI-51176,5.2
SCE-CSI-72162,6.48
SCE-CSI-28620,9.6
SCE-CSI-45692,5.88
SCE-CSI-50208,7.35
SCE-CSI-65290,4.9
SCE-CSI-45208,4.578
SCE-CSI-44814,2.55
SCE-CSI-65082,6.555
SCE-CSI-30087,5.22
SCE-CSI-01683,4.29
SCE-CSI-71197,7.5
SCE-CSI-03896,4.95
SCE-CSI-71387,3.5
SCE-CSI-12585,4.104
SCE-CSI-37636,2.16
SCE-CSI-02057,4.3
SCE-CSI-29693,4.5
SCE-CSI-56995,3
SCE-CSI-55499,2.5
SCE-CSI-06873,3.44
SCE-CSI-07278,3.22
SCE-CSI-07177,1.84
SCE-CSI-31131,2.86
SCE-CSI-07511,4.725
SCE-CSI-25523,4.48
SCE-CSI-04946,4.95
SCE-CSI-68476,7
SCE-CSI-07211,3.6
SCE-CSI-30261,4.32
SCE-CSI-01601,7.56
SCE-CSI-55671,4.77
SCE-CSI-24952,3.42
SCE-CSI-25463,8
SCE-CSI-19771,4.7
SCE-CSI-05939,6.48
SCE-CSI-29664,7.05
SCE-CSI-19047,2.96
SCE-CSI-27607,6.24
SCE-CSI-07249,4.14
SCE-CSI-42214,13.72
SCE-CSI-13601,3.36
SCE-CSI-22013,3.84
SCE-CSI-11825,3.76
SCE-CSI-29119,2.35
SCE-CSI-30841,2.35
SCE-CSI-21695,11.28
SCE-CSI-05158,5.52
SCE-CSI-68711,5
SCE-CSI-04554,4.752
SCE-CSI-58810,6
SCE-CSI-28763,3.76
SCE-CSI-04940,6.012
SCE-CSI-14723,8.64
SCE-CSI-45514,2.94
SCE-CSI-14760,4.4
SCE-CSI-28059,6.11
SCE-CSI-04209,5.52
SCE-CSI-31825,6.12
SCE-CSI-04076,7.56
SCE-CSI-44052,4.41
SCE-CSI-16780,5.875
SCE-CSI-38539,3.12
SCE-CSI-01136,5.67
SCE-CSI-48756,3.84
SCE-CSI-10590,6.88
SCE-CSI-47811,3.924
SCE-CSI-17863,8.28
SCE-CSI-71289,2
SCE-CSI-23012,8.55
SCE-CSI-62567,6.5
SCE-CSI-04281,5.6
SCE-CSI-03509,5.25
SCE-CSI-39920,6.6
SCE-CSI-01174,5.535
SCE-CSI-72328,9
SCE-CSI-04112,4.92
SCE-CSI-40298,7.68
SCE-CSI-57476,5.5
SCE-CSI-07396,4.095
SCE-CSI-40035,4.32
SCE-CSI-08120,4
SCE-CSI-48112,2.45
SCE-CSI-06586,6.44
SCE-CSI-00455,5.94
SCE-CSI-62652,7.5
SCE-CSI-07900,4.464
SCE-CSI-28138,9.4
SCE-CSI-13901,12.22
SCE-CSI-11056,9.02
SCE-CSI-48866,5.2
SCE-CSI-52274,8.502
SCE-CSI-03468,9
SCE-CSI-22255,2.59
SCE-CSI-65898,8.16
SCE-CSI-36309,9.81
SCE-CSI-71187,7.5
SCE-CSI-72630,4.25
SCE-CSI-68024,15.66
SCE-CSI-28189,3.92
SCE-CSI-66263,2.205
SCE-CSI-59149,8.5
SCE-CSI-38257,2.16
SCE-CSI-26394,4.75
SCE-CSI-71640,6.84
SCE-CSI-65291,7.35
SCE-CSI-37805,3.12
SCE-CSI-29777,5.1
SCE-CSI-74611,8.25
SCE-CSI-07182,2.22
SCE-CSI-32410,5.76
SCE-CSI-04956,4.14
SCE-CSI-04001,4.2
SCE-CSI-17107,9.25
SCE-CSI-57313,5
SCE-CSI-16501,2.7
SCE-CSI-46419,2.205
SCE-CSI-00928,6.8
SCE-CSI-52036,4.9
SCE-CSI-01445,2.87
SCE-CSI-72808,5.25
SCE-CSI-13452,4.2
SCE-CSI-55669,2.94
SCE-CSI-01610,1.575
SCE-CSI-40834,3.57
SCE-CSI-17161,5.52
SCE-CSI-74880,9.38
SCE-CSI-10919,6.44
SCE-CSI-31789,7.14
SCE-CSI-24750,4.5
SCE-CSI-24451,6.24
SCE-CSI-24373,7.99
SCE-CSI-47259,8.25
SCE-CSI-51775,5.715
SCE-CSI-05619,5.46
SCE-CSI-47773,4.9
SCE-CSI-02554,10.36
SCE-CSI-40234,11.772
SCE-CSI-18192,14.1
SCE-CSI-63312,4.83
SCE-CSI-18193,15.51
SCE-CSI-38380,13.08
SCE-CSI-63853,4.251
SCE-CSI-15496,4.62
SCE-CSI-70064,5.83
SCE-CSI-52133,5.1
SCE-CSI-13103,3.22
SCE-CSI-39623,10.08
SCE-CSI-06613,2.96
SCE-CSI-69320,8
SCE-CSI-00162,5.94
SCE-CSI-07642,3.44
SCE-CSI-70558,18
SCE-CSI-08381,3.6
SCE-CSI-34342,9.18
SCE-CSI-07275,4.875
SCE-CSI-68796,8.175
SCE-CSI-08224,5.16
SCE-CSI-31962,8.695
SCE-CSI-09025,6.66
SCE-CSI-71684,5.8
SCE-CSI-01645,11.69
SCE-CSI-56504,6.54
SCE-CSI-03604,5.13
SCE-CSI-55771,6.5
SCE-CSI-04423,1.505
SCE-CSI-35561,2.64
SCE-CSI-06030,3.36
SCE-CSI-65889,5.17
SCE-CSI-11257,3.225
SCE-CSI-03406,3.01
SCE-CSI-35110,6.12
SCE-CSI-06536,8.28
SCE-CSI-11967,3.76
SCE-CSI-61660,7.5
SCE-CSI-08786,3.5
SCE-CSI-01649,5.88
SCE-CSI-39208,7.848
SCE-CSI-09808,5.52
SCE-CSI-38635,2.616
SCE-CSI-02428,2.7
SCE-CSI-10113,7.35
SCE-CSI-48341,7.68
SCE-CSI-09112,3.4
SCE-CSI-28549,4.14
SCE-CSI-11831,4.56
SCE-CSI-27762,4.23
SCE-CSI-12011,3.22
SCE-CSI-36235,1.84
SCE-CSI-01987,3.68
SCE-CSI-31233,4.9
SCE-CSI-10630,3.375
SCE-CSI-39173,3.84
SCE-CSI-12470,1.8
SCE-CSI-08102,3.69
SCE-CSI-35512,3.84
SCE-CSI-06556,2.475
SCE-CSI-15365,11.5
SCE-CSI-33827,5.886
SCE-CSI-11684,4.32
SCE-CSI-40774,2.45
SCE-CSI-04398,7.995
SCE-CSI-37375,7.194
SCE-CSI-16900,10.08
SCE-CSI-01241,41.58
SCE-CSI-42868,6.867
SCE-CSI-12326,3.15
SCE-CSI-64568,7
SCE-CSI-12482,5.52
SCE-CSI-69161,13.734
SCE-CSI-00828,8.84
SCE-CSI-51465,9.88
SCE-CSI-00827,3.4
SCE-CSI-37784,7.848
SCE-CSI-13254,5.625
SCE-CSI-38226,3.84
SCE-CSI-08124,4.92
SCE-CSI-09210,6.8
SCE-CSI-29549,3.57
SCE-CSI-09806,7.59
SCE-CSI-04284,1.505
SCE-CSI-00887,3.15
SCE-CSI-51969,4.578
SCE-CSI-01580,3.69
SCE-CSI-03211,5.92
SCE-CSI-26405,7.05
SCE-CSI-25380,5.64
SCE-CSI-15605,11.75
SCE-CSI-05535,4.1
SCE-CSI-00890,6.72
SCE-CSI-09617,5.55
SCE-CSI-01905,2.55
SCE-CSI-02657,1.84
SCE-CSI-03527,3.22
SCE-CSI-02454,4.73
SCE-CSI-27623,3.136
SCE-CSI-40252,2.88
SCE-CSI-20307,2.3
SCE-CSI-52629,2.34
SCE-CSI-15338,2.24
SCE-CSI-63360,8
SCE-CSI-07229,3.44
SCE-CSI-35740,8.325
SCE-CSI-22349,2.88
SCE-CSI-65172,7.5
SCE-CSI-03423,3.6
SCE-CSI-63944,8.33
SCE-CSI-62722,5.145
SCE-CSI-03182,3.85
SCE-CSI-07386,5.92
SCE-CSI-36088,5.39
SCE-CSI-06587,2.07
SCE-CSI-30452,4.08
SCE-CSI-09762,2.42
SCE-CSI-49006,2.45
SCE-CSI-31069,5.06
SCE-CSI-51840,5.61
SCE-CSI-01344,7
SCE-CSI-47175,7.14
SCE-CSI-14941,8.97
SCE-CSI-04903,3.6
SCE-CSI-39660,3.84
SCE-CSI-09897,11.47
SCE-CSI-72287,8.64
SCE-CSI-15213,4.3
SCE-CSI-46806,4.42
SCE-CSI-06650,4.81
SCE-CSI-60712,9.36
SCE-CSI-36083,6.12
SCE-CSI-19924,3.136
SCE-CSI-25472,2.1
SCE-CSI-05554,7.425
SCE-CSI-19001,4.07
SCE-CSI-26026,7.59
SCE-CSI-28025,5.235
SCE-CSI-14749,2.28
SCE-CSI-38180,3.12
SCE-CSI-71366,9.275
SCE-CSI-12205,2.82
SCE-CSI-54201,8
SCE-CSI-14685,2.24
SCE-CSI-70743,9.88
SCE-CSI-08707,8.4
SCE-CSI-36145,3.06
SCE-CSI-02179,4.576
SCE-CSI-45508,5.7
SCE-CSI-04207,5.52
SCE-CSI-45937,13
SCE-CSI-61001,7.848
SCE-CSI-08096,5.67
SCE-CSI-70073,4.02
SCE-CSI-45285,4.578
SCE-CSI-04652,7.7
SCE-CSI-01202,8.184
SCE-CSI-33812,1.568
SCE-CSI-18547,8.28
SCE-CSI-08480,3.87
SCE-CSI-40283,5.886
SCE-CSI-07852,7.425
SCE-CSI-57994,6.213
SCE-CSI-04674,4.032
SCE-CSI-12338,11.34
SCE-CSI-25979,7.521
SCE-CSI-17741,5.17
SCE-CSI-38677,8.16
SCE-CSI-03725,4.8
SCE-CSI-65725,4.5
SCE-CSI-15596,4.41
SCE-CSI-15907,8.064
SCE-CSI-06774,6.75
SCE-CSI-50105,6.12
SCE-CSI-08167,3.68
SCE-CSI-45769,7.84
SCE-CSI-18286,16.1
SCE-CSI-57266,6.5
SCE-CSI-40212,4.9
SCE-CSI-30971,3.92
SCE-CSI-47390,4.9
SCE-CSI-40408,5.865
SCE-CSI-36548,6.76
SCE-CSI-43506,6.44
SCE-CSI-34007,5.232
SCE-CSI-72751,12.5
SCE-CSI-48559,6.54
SCE-CSI-73507,11.13
SCE-CSI-64925,7.35
SCE-CSI-35466,13.734
SCE-CSI-25910,6.66
SCE-CSI-41288,4.9
SCE-CSI-41306,9.156
SCE-CSI-08347,13.32
SCE-CSI-07505,5.76
SCE-CSI-25747,1.76
SCE-CSI-01719,18.72
SCE-CSI-39310,6
SCE-CSI-14606,6.678
SCE-CSI-07514,3.68
SCE-CSI-70925,7.05
SCE-CSI-01341,4.76
SCE-CSI-28415,6.11
SCE-CSI-08203,5.16
SCE-CSI-71063,6
SCE-CSI-01919,6.3
SCE-CSI-05266,8.514
SCE-CSI-44209,2.295
SCE-CSI-24718,5.98
SCE-CSI-24185,7.13
SCE-CSI-52061,5
SCE-CSI-22960,2.99
SCE-CSI-25454,6.44
SCE-CSI-35256,12.19
SCE-CSI-20795,4.44
SCE-CSI-29933,8.64
SCE-CSI-19574,5.76
SCE-CSI-35724,10.464
SCE-CSI-53617,8.215
SCE-CSI-15572,5.16
SCE-CSI-42694,8.64
SCE-CSI-55296,2.65
SCE-CSI-11488,2.99
SCE-CSI-59439,7
SCE-CSI-11588,3.055
SCE-CSI-40846,9.156
SCE-CSI-12948,2.475
SCE-CSI-37626,6.54
SCE-CSI-19063,4.48
SCE-CSI-34147,7.965
SCE-CSI-18111,3.85
SCE-CSI-19105,9.2
SCE-CSI-51273,7.105
SCE-CSI-16008,4.6
SCE-CSI-43024,8.33
SCE-CSI-04603,7.38
SCE-CSI-64502,6.89
SCE-CSI-07677,4.6
SCE-CSI-67560,4.75
SCE-CSI-15538,4.84
SCE-CSI-48045,5.232
SCE-CSI-45518,3.055
SCE-CSI-16244,2.912
SCE-CSI-02185,5.2
SCE-CSI-62360,5
SCE-CSI-11426,2.96
SCE-CSI-34420,6.44
SCE-CSI-04348,14.78
SCE-CSI-74848,5.75
SCE-CSI-06055,5.6
SCE-CSI-22209,10.32
SCE-CSI-48763,5.5
SCE-CSI-22459,3.91
SCE-CSI-58881,5.75
SCE-CSI-18180,3.68
SCE-CSI-40981,9.156
SCE-CSI-22911,10.35
SCE-CSI-40991,7.848
SCE-CSI-02035,3.2
SCE-CSI-37695,7.848
SCE-CSI-16280,6.075
SCE-CSI-01167,1.872
SCE-CSI-66251,7.935
SCE-CSI-04456,3.15
SCE-CSI-36299,5.232
SCE-CSI-09493,3.22
SCE-CSI-37189,8.64
SCE-CSI-16879,2.76
SCE-CSI-32633,6.5
SCE-CSI-24467,2.585
SCE-CSI-28100,9.6
SCE-CSI-19249,5.4
SCE-CSI-37186,3.185
SCE-CSI-00396,4.8
SCE-CSI-13599,6.678
SCE-CSI-08507,4.8
SCE-CSI-69225,3.24
SCE-CSI-08879,6.58
SCE-CSI-44979,6.75
SCE-CSI-15901,6.6
SCE-CSI-54764,5.145
SCE-CSI-13902,3
SCE-CSI-62962,7.25
SCE-CSI-66170,2.94
SCE-CSI-08588,13.875
SCE-CSI-55272,5.2
SCE-CSI-08846,7.56
SCE-CSI-23208,5.98
SCE-CSI-41690,9.156
SCE-CSI-15188,8.1
SCE-CSI-08166,7.095
SCE-CSI-09504,17.76
SCE-CSI-04565,5.544
SCE-CSI-41178,5.1
SCE-CSI-73697,6.75
SCE-CSI-31720,6.86
SCE-CSI-51873,6
SCE-CSI-65266,10.464
SCE-CSI-58275,13.08
SCE-CSI-55936,3.25
SCE-CSI-36686,6.54
SCE-CSI-53705,8.5
SCE-CSI-41746,8.82
SCE-CSI-37923,5.06
SCE-CSI-61339,3.75
SCE-CSI-38930,6.54
SCE-CSI-00146,36.96
SCE-CSI-09906,7.82
SCE-CSI-26161,10.35
SCE-CSI-06824,7.38
SCE-CSI-67727,5
SCE-CSI-06822,2.76
SCE-CSI-40999,3.43
SCE-CSI-21964,4.995
SCE-CSI-65865,4.68
SCE-CSI-19674,3.885
SCE-CSI-25581,6.44
SCE-CSI-38942,4.32
SCE-CSI-21037,4.44
SCE-CSI-72105,5.52
SCE-CSI-05215,4.3
SCE-CSI-59834,4.9
SCE-CSI-17920,8.14
SCE-CSI-57177,5.88
SCE-CSI-25254,7.25
SCE-CSI-23896,4.6
SCE-CSI-26277,6.9
SCE-CSI-20802,4.14
SCE-CSI-40785,4.56
SCE-CSI-38593,5.76
SCE-CSI-49340,2.715
SCE-CSI-34139,7.35
SCE-CSI-21254,4.44
SCE-CSI-27118,4.81
SCE-CSI-12683,7.215
SCE-CSI-30352,2.16
SCE-CSI-12451,2.25
SCE-CSI-39031,3.43
SCE-CSI-49952,5.88
SCE-CSI-10899,5.04
SCE-CSI-18299,5.04
SCE-CSI-26028,4.56
SCE-CSI-05298,2.025
SCE-CSI-01343,4.95
SCE-CSI-48259,5.39
SCE-CSI-05785,2.976
SCE-CSI-35812,7.848
SCE-CSI-01783,2.94
SCE-CSI-69827,11.7
SCE-CSI-16215,6.58
SCE-CSI-40894,5.64
SCE-CSI-08387,6.75
SCE-CSI-29690,1.44
SCE-CSI-06990,3.5
SCE-CSI-49973,5.5
SCE-CSI-21094,5.55
SCE-CSI-42259,4.08
SCE-CSI-10563,4.73
SCE-CSI-73429,2.6
SCE-CSI-14751,5.06
SCE-CSI-71440,8.25
SCE-CSI-63660,6.21
SCE-CSI-16578,4.284
SCE-CSI-72288,3.78
SCE-CSI-69336,4.5
SCE-CSI-14472,4.9
SCE-CSI-55444,6
SCE-CSI-10620,3.36
SCE-CSI-68109,9.8
SCE-CSI-08178,2.87
SCE-CSI-33603,4.9
SCE-CSI-23234,6.3
SCE-CSI-47806,4.165
SCE-CSI-52666,4.9
SCE-CSI-18209,5.55
SCE-CSI-54325,2.45
SCE-CSI-15961,8.46
SCE-CSI-32545,11.75
SCE-CSI-14106,2.96
SCE-CSI-66802,6.21
SCE-CSI-13405,3.78
SCE-CSI-39831,11.475
SCE-CSI-14119,5.46
SCE-CSI-44951,7.2
SCE-CSI-48458,3.92
SCE-CSI-18030,3.92
SCE-CSI-51100,9.31
SCE-CSI-01887,3.36
SCE-CSI-34594,3.12
SCE-CSI-05223,5.4
SCE-CSI-58922,2.5
SCE-CSI-24788,5.28
SCE-CSI-50467,5.635
SCE-CSI-01398,3
SCE-CSI-71190,3
SCE-CSI-15424,8.904
SCE-CSI-49156,3.43
SCE-CSI-12118,2.1
SCE-CSI-67027,11.13
SCE-CSI-02979,3.04
SCE-CSI-26893,9.36
SCE-CSI-18281,8.14
SCE-CSI-53219,4.48
SCE-CSI-43612,12.74
SCE-CSI-47003,9.156
SCE-CSI-41466,7.35
SCE-CSI-46684,5.886
SCE-CSI-51958,5.886
SCE-CSI-69131,4.25
SCE-CSI-29973,4.8
SCE-CSI-39887,8.16
SCE-CSI-62236,10.464
SCE-CSI-65240,2.5
SCE-CSI-71460,4
SCE-CSI-46943,3.6
SCE-CSI-53481,4
SCE-CSI-48569,7.74
SCE-CSI-46705,4.8
SCE-CSI-48968,4.578
SCE-CSI-71875,9.25
SCE-CSI-40339,9.156
SCE-CSI-60922,8.829
SCE-CSI-67282,11.13
SCE-CSI-28817,8.64
SCE-CSI-64178,3.24
SCE-CSI-60501,5
SCE-CSI-57725,6.21
SCE-CSI-41321,6.86
SCE-CSI-71357,5.565
SCE-CSI-46093,8.16
SCE-CSI-29391,5.28
SCE-CSI-40261,3.6
SCE-CSI-60240,4.14
SCE-CSI-45718,3.43
SCE-CSI-34668,5.76
SCE-CSI-69938,7.42
SCE-CSI-37807,4.9
SCE-CSI-33860,3.57
SCE-CSI-09188,7.59
SCE-CSI-51266,6.86
SCE-CSI-07476,4.6
SCE-CSI-48484,2.35
SCE-CSI-03060,4.4
SCE-CSI-31937,6.345
SCE-CSI-21967,7.4
SCE-CSI-28470,7.755
SCE-CSI-16469,4.23
SCE-CSI-61358,13.26
SCE-CSI-18652,3.904
SCE-CSI-38008,5.76
SCE-CSI-02066,10.5
SCE-CSI-22552,2.59
SCE-CSI-60097,10.535
SCE-CSI-09057,6.9
SCE-CSI-72584,6.095
SCE-CSI-55625,12.5
SCE-CSI-07191,7.2
SCE-CSI-41875,5.355
SCE-CSI-10418,7.98
SCE-CSI-61374,6
SCE-CSI-21167,6.9
SCE-CSI-29642,9.555
SCE-CSI-12650,6.16
SCE-CSI-35209,4.655
SCE-CSI-06460,7.77
SCE-CSI-64320,11.445
SCE-CSI-00580,4.305
SCE-CSI-40718,6.867
SCE-CSI-06643,20.91
SCE-CSI-26166,11.445
SCE-CSI-15006,7.632
SCE-CSI-48467,6.37
SCE-CSI-23165,4.995
SCE-CSI-26157,6.72
SCE-CSI-04746,4.92
SCE-CSI-38302,7.65
SCE-CSI-16528,9.52
SCE-CSI-48470,11.52
SCE-CSI-16540,4.9
SCE-CSI-68747,5
SCE-CSI-15630,7.59
SCE-CSI-61399,4.08
SCE-CSI-24581,3.6
SCE-CSI-24379,5.17
SCE-CSI-60952,13.52
SCE-CSI-24111,5.375
SCE-CSI-61417,10.965
SCE-CSI-25486,7.68
SCE-CSI-27287,6.66
SCE-CSI-25542,11.88
SCE-CSI-22866,3.7
SCE-CSI-23671,3.29
SCE-CSI-44147,5.72
SCE-CSI-20700,11.04
SCE-CSI-20012,8.28
SCE-CSI-55384,4.9
SCE-CSI-21668,3.33
SCE-CSI-64597,6
SCE-CSI-23068,5.55
SCE-CSI-74852,11.44
SCE-CSI-04421,14.04
SCE-CSI-19373,3.7
SCE-CSI-61756,8.48
SCE-CSI-19320,4.44
SCE-CSI-72878,6.25
SCE-CSI-18093,4.6
SCE-CSI-35262,5.145
SCE-CSI-18095,6.44
SCE-CSI-50411,6.5
SCE-CSI-18092,6.44
SCE-CSI-27304,8.46
SCE-CSI-18020,8.14
SCE-CSI-40211,5.04
SCE-CSI-16572,6.58
SCE-CSI-58468,3.5
SCE-CSI-54192,4.32
SCE-CSI-21410,4.14
SCE-CSI-45216,6.615
SCE-CSI-16163,5.85
SCE-CSI-32011,11.515
SCE-CSI-16599,6.426
SCE-CSI-56092,8.502
SCE-CSI-15032,8.568
SCE-CSI-73629,4.68
SCE-CSI-03001,4.2
SCE-CSI-30618,9.435
SCE-CSI-12364,4.2
SCE-CSI-59672,9.156
SCE-CSI-25633,6.08
SCE-CSI-56090,5.5
SCE-CSI-56829,11
SCE-CSI-14671,9.99
SCE-CSI-11505,5.33
SCE-CSI-34157,3.06
SCE-CSI-11243,3.08
SCE-CSI-54893,6
SCE-CSI-23141,6.21
SCE-CSI-28475,5.28
SCE-CSI-06652,8.05
SCE-CSI-48679,6.76
SCE-CSI-01928,8.61
SCE-CSI-48486,6.37
SCE-CSI-23739,2.025
SCE-CSI-45463,10.66
SCE-CSI-20676,4.44
SCE-CSI-08042,56.7
SCE-CSI-05204,6.075
SCE-CSI-28864,5.88
SCE-CSI-02994,8.64
SCE-CSI-73363,6.05
SCE-CSI-07656,30.24
SCE-CSI-54704,6.5
SCE-CSI-03390,3.42
SCE-CSI-54910,3.43
SCE-CSI-05465,5.4
SCE-CSI-27293,8.1
SCE-CSI-01350,9.6
SCE-CSI-55407,7.28
SCE-CSI-07657,4.6
SCE-CSI-29266,4.84
SCE-CSI-08393,6.3
SCE-CSI-33763,3.06
SCE-CSI-01001,8.61
SCE-CSI-53160,6.12
SCE-CSI-16692,4.14
SCE-CSI-13799,6.58
SCE-CSI-42972,3.84
SCE-CSI-10045,4.3
SCE-CSI-64713,8.33
SCE-CSI-07516,4.05
SCE-CSI-48718,10.12
SCE-CSI-30010,5.61
SCE-CSI-02633,3.78
SCE-CSI-34183,7.65
SCE-CSI-11395,4.515
SCE-CSI-65412,5.25
SCE-CSI-08611,6.9
SCE-CSI-16048,3.36
SCE-CSI-57883,7
SCE-CSI-17309,3.52
SCE-CSI-50668,9.81
SCE-CSI-00708,7.8
SCE-CSI-21302,8.8
SCE-CSI-07699,4.2
SCE-CSI-31355,10.56
SCE-CSI-23259,4.995
SCE-CSI-54219,11.76
SCE-CSI-57448,5.4
SCE-CSI-08959,8.28
SCE-CSI-35554,5.76
SCE-CSI-66141,9.18
SCE-CSI-74731,4.75
SCE-CSI-38551,2.88
SCE-CSI-34794,9.5
SCE-CSI-14051,3.33
SCE-CSI-70477,7.28
SCE-CSI-15143,2.96
SCE-CSI-70166,9.54
SCE-CSI-44741,4.32
SCE-CSI-10126,9.43
SCE-CSI-52647,6.375
SCE-CSI-05499,6.075
SCE-CSI-41902,7
SCE-CSI-10138,6.88
SCE-CSI-11659,5.4
SCE-CSI-40966,4.5
SCE-CSI-14062,7.26
SCE-CSI-65696,7.2
SCE-CSI-05079,4.8
SCE-CSI-45977,7.44
SCE-CSI-07348,3.69
SCE-CSI-64655,7.42
SCE-CSI-64643,11.515
SCE-CSI-00714,5.74
SCE-CSI-34208,7.595
SCE-CSI-17984,4.3
SCE-CSI-60845,14
SCE-CSI-72596,7
SCE-CSI-24592,12.32
SCE-CSI-07359,4
SCE-CSI-03891,9.984
SCE-CSI-56841,5.1
SCE-CSI-07058,6.075
SCE-CSI-70302,10
SCE-CSI-15728,5.13
SCE-CSI-46798,5.886
SCE-CSI-52172,8.085
SCE-CSI-20335,4
SCE-CSI-46796,4.64
SCE-CSI-10673,5.28
SCE-CSI-36454,5.28
SCE-CSI-13192,14.1
SCE-CSI-63397,4.41
SCE-CSI-18721,4.14
SCE-CSI-70078,5.5
SCE-CSI-07368,9.46
SCE-CSI-30755,10.8
SCE-CSI-18720,2.07
SCE-CSI-06104,7.8
SCE-CSI-11035,8.19
SCE-CSI-31361,5.28
SCE-CSI-03357,5.148
SCE-CSI-50036,7
SCE-CSI-01224,7.175
SCE-CSI-01234,7
SCE-CSI-63791,8.67
SCE-CSI-08716,7
SCE-CSI-63174,8.67
SCE-CSI-07089,8.385
SCE-CSI-51234,28.05
SCE-CSI-07103,268.8
SCE-CSI-72683,13
SCE-CSI-17443,3.22
