Application Number,Program,Host Customer Physical Address City,Host Customer Physical Address County,ZipCode,Production Period End Date,Period kWh Production,latitude,longtitude,month,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,12/11/2013,584,32.7991,-116.9733,Dec-13,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20131201,97,-9999,168,-9999,289,6,213,50,132
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,12/1/2013,27281,32.7991,-116.9733,Dec-13,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20131201,97,-9999,168,-9999,289,6,213,50,132
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,12/29/2013,675,32.7991,-116.9733,Dec-13,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20131201,97,-9999,168,-9999,289,6,213,50,132
SD-CSI-00364,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/16/2014,1332,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/16/2014,42631,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/1/2014,8231,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,1/13/2014,773,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/1/2014,27723,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,1/28/2014,665,32.7991,-116.9733,Jan-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140101,36,-9999,36,-9999,300,28,241,61,151
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,8/16/2010,67602,32.7991,-116.9733,Aug-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100801,0,0,0,0,394,122,312,167,239
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,8/12/2010,1109,32.7991,-116.9733,Aug-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100801,0,0,0,0,394,122,312,167,239
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,8/30/2010,1078,32.7991,-116.9733,Aug-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100801,0,0,0,0,394,122,312,167,239
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,9/16/2010,61943,32.7991,-116.9733,Sep-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100901,71,0,71,0,428,100,308,150,229
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,9/14/2010,1305,32.7991,-116.9733,Sep-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100901,71,0,71,0,428,100,308,150,229
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,9/30/2010,973,32.7991,-116.9733,Sep-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20100901,71,0,71,0,428,100,308,150,229
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,10/16/2010,47721,32.7991,-116.9733,Oct-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101001,368,0,646,0,322,83,240,138,189
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,10/13/2010,942,32.7991,-116.9733,Oct-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101001,368,0,646,0,322,83,240,138,189
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,10/29/2010,617,32.7991,-116.9733,Oct-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101001,368,0,646,0,322,83,240,138,189
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,11/16/2010,42747,32.7991,-116.9733,Nov-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101101,229,0,323,0,361,-11,225,77,151
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,11/11/2010,657,32.7991,-116.9733,Nov-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101101,229,0,323,0,361,-11,225,77,151
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,11/30/2010,791,32.7991,-116.9733,Nov-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101101,229,0,323,0,361,-11,225,77,151
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,12/16/2010,37079,32.7991,-116.9733,Dec-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101201,965,0,1994,0,328,-6,201,67,134
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,12/13/2010,697,32.7991,-116.9733,Dec-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101201,965,0,1994,0,328,-6,201,67,134
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,12/30/2010,534,32.7991,-116.9733,Dec-10,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20101201,965,0,1994,0,328,-6,201,67,134
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/16/2011,32159,32.7991,-116.9733,Jan-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110101,127,-9999,188,-9999,311,11,227,49,138
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,1/1/2011,6619,32.7991,-116.9733,Jan-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110101,127,-9999,188,-9999,311,11,227,49,138
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,1/12/2011,488,32.7991,-116.9733,Jan-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110101,127,-9999,188,-9999,311,11,227,49,138
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,1/31/2011,754,32.7991,-116.9733,Jan-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110101,127,-9999,188,-9999,311,11,227,49,138
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,2/16/2011,49972,32.7991,-116.9733,Feb-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110201,330,-9999,966,-9999,272,6,179,57,118
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,2/1/2011,9193,32.7991,-116.9733,Feb-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110201,330,-9999,966,-9999,272,6,179,57,118
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,2/13/2011,839,32.7991,-116.9733,Feb-11,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20110201,330,-9999,966,-9999,272,6,179,57,118
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,2/16/2014,43877,32.7991,-116.9733,Feb-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140201,191,-9999,271,-9999,311,39,226,86,156
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,2/1/2014,8607,32.7991,-116.9733,Feb-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140201,191,-9999,271,-9999,311,39,226,86,156
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,2/11/2014,672,32.7991,-116.9733,Feb-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140201,191,-9999,271,-9999,311,39,226,86,156
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,2/1/2014,28133,32.7991,-116.9733,Feb-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140201,191,-9999,271,-9999,311,39,226,86,156
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,2/27/2014,731,32.7991,-116.9733,Feb-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140201,191,-9999,271,-9999,311,39,226,86,156
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,3/16/2014,40830,32.7991,-116.9733,Mar-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140301,94,-9999,201,-9999,333,67,236,107,172
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,3/1/2014,9469,32.7991,-116.9733,Mar-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140301,94,-9999,201,-9999,333,67,236,107,172
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,3/13/2014,898,32.7991,-116.9733,Mar-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140301,94,-9999,201,-9999,333,67,236,107,172
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,3/1/2014,28593,32.7991,-116.9733,Mar-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140301,94,-9999,201,-9999,333,67,236,107,172
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,3/30/2014,848,32.7991,-116.9733,Mar-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140301,94,-9999,201,-9999,333,67,236,107,172
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,4/16/2014,51742,32.7991,-116.9733,Apr-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140401,56,-9999,152,-9999,350,50,249,113,181
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,4/1/2014,13124,32.7991,-116.9733,Apr-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140401,56,-9999,152,-9999,350,50,249,113,181
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,4/13/2014,1126,32.7991,-116.9733,Apr-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140401,56,-9999,152,-9999,350,50,249,113,181
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,4/1/2014,40609,32.7991,-116.9733,Apr-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140401,56,-9999,152,-9999,350,50,249,113,181
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,4/28/2014,962,32.7991,-116.9733,Apr-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140401,56,-9999,152,-9999,350,50,249,113,181
SD-CSI-00909,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,5/16/2014,70897,32.7991,-116.9733,May-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140501,0,-9999,0,-9999,400,106,273,143,208
SD-CSI-01489,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,5/1/2014,14838,32.7991,-116.9733,May-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140501,0,-9999,0,-9999,400,106,273,143,208
SD-CSI-02436,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,5/12/2014,1195,32.7991,-116.9733,May-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140501,0,-9999,0,-9999,400,106,273,143,208
SD-CSI-04301,Large Commercial (>= 10 kW),El Cajon,San Diego,92020,5/1/2014,46532,32.7991,-116.9733,May-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140501,0,-9999,0,-9999,400,106,273,143,208
SD-CSI-04914,Small Commercial (< 10 kW) and All Residential,El Cajon,San Diego,92020,5/28/2014,1037,32.7991,-116.9733,May-14,GHCND:USC00042706,EL CAJON CA US,123.4,32.8138,-116.975,20140501,0,-9999,0,-9999,400,106,273,143,208
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,2/16/2008,460,32.7335,-117.0337,Feb-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080201,-9999,-9999,-9999,-9999,272,28,182,87,135
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,3/16/2008,492,32.7335,-117.0337,Mar-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080301,-9999,-9999,-9999,-9999,306,61,211,102,157
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,4/16/2008,699,32.7335,-117.0337,Apr-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080401,-9999,-9999,-9999,-9999,372,83,236,117,177
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,5/16/2008,670,32.7335,-117.0337,May-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080501,-9999,-9999,-9999,-9999,367,94,222,127,174
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,6/16/2008,723,32.7335,-117.0337,Jun-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080601,-9999,-9999,-9999,-9999,361,128,261,147,204
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,7/16/2008,748,32.7335,-117.0337,Jul-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080701,-9999,-9999,-9999,-9999,294,144,261,168,214
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,8/16/2008,735,32.7335,-117.0337,Aug-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080801,-9999,-9999,-9999,-9999,306,167,276,180,228
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,9/16/2008,669,32.7335,-117.0337,Sep-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20080901,-9999,-9999,-9999,-9999,367,144,283,171,227
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,10/16/2008,586,32.7335,-117.0337,Oct-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20081001,-9999,-9999,-9999,-9999,367,94,286,160,223
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,11/16/2008,528,32.7335,-117.0337,Nov-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20081101,-9999,-9999,-9999,-9999,339,94,250,138,194
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,12/16/2008,379,32.7335,-117.0337,Dec-08,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20081201,-9999,-9999,-9999,-9999,261,44,179,93,136
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,1/16/2009,422,32.7335,-117.0337,Jan-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090101,-9999,-9999,-9999,-9999,300,44,221,116,169
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,2/18/2009,450,32.7335,-117.0337,Feb-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090201,-9999,-9999,-9999,-9999,283,50,192,94,143
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,3/16/2009,494,32.7335,-117.0337,Mar-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090301,-9999,-9999,-9999,-9999,300,67,204,95,150
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,4/16/2009,648,32.7335,-117.0337,Apr-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090401,-9999,-9999,-9999,-9999,389,78,215,113,164
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,5/16/2009,719,32.7335,-117.0337,May-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090501,-9999,-9999,-9999,-9999,267,117,224,137,180
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,6/16/2009,632,32.7335,-117.0337,Jun-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090601,-9999,-9999,-9999,-9999,300,139,231,151,191
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,7/16/2009,731,32.7335,-117.0337,Jul-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090701,-9999,-9999,-9999,-9999,322,144,275,171,223
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,8/16/2009,753,32.7335,-117.0337,Aug-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090801,-9999,-9999,-9999,-9999,389,156,288,181,234
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,9/16/2009,648,32.7335,-117.0337,Sep-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20090901,-9999,-9999,-9999,-9999,389,150,294,173,233
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,10/16/2009,561,32.7335,-117.0337,Oct-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20091001,-9999,-9999,-9999,-9999,339,83,248,140,194
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,11/16/2009,510,32.7335,-117.0337,Nov-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20091101,-9999,-9999,-9999,-9999,306,72,234,122,178
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,12/16/2009,394,32.7335,-117.0337,Dec-09,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20091201,-9999,-9999,-9999,-9999,272,44,182,98,140
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,1/16/2010,410,32.7335,-117.0337,Jan-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100101,-9999,-9999,-9999,-9999,272,67,204,106,155
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,2/16/2010,414,32.7335,-117.0337,Feb-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100201,-9999,-9999,-9999,-9999,267,67,189,100,144
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,3/16/2010,461,32.7335,-117.0337,Mar-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100301,-9999,-9999,-9999,-9999,283,67,202,103,153
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,4/16/2010,662,32.7335,-117.0337,Apr-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100401,-9999,-9999,-9999,-9999,267,67,196,104,150
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,5/16/2010,693,32.7335,-117.0337,May-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100501,-9999,-9999,-9999,-9999,256,89,212,118,165
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,6/16/2010,699,32.7335,-117.0337,Jun-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100601,-9999,-9999,-9999,-9999,267,117,223,138,181
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,7/16/2010,619,32.7335,-117.0337,Jul-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100701,-9999,-9999,-9999,-9999,356,139,245,156,201
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,8/16/2010,555,32.7335,-117.0337,Aug-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100801,-9999,-9999,-9999,-9999,339,128,265,157,211
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,9/16/2010,423,32.7335,-117.0337,Sep-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20100901,-9999,-9999,-9999,-9999,417,122,266,155,211
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,10/16/2010,484,32.7335,-117.0337,Oct-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20101001,-9999,-9999,-9999,-9999,300,106,223,143,183
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,11/16/2010,438,32.7335,-117.0337,Nov-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20101101,-9999,-9999,-9999,-9999,367,50,218,113,166
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,12/16/2010,393,32.7335,-117.0337,Dec-10,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20101201,-9999,-9999,-9999,-9999,311,44,194,101,147
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,1/16/2011,337,32.7335,-117.0337,Jan-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110101,-9999,-9999,-9999,-9999,300,50,210,105,157
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,2/16/2011,512,32.7335,-117.0337,Feb-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110201,-9999,-9999,-9999,-9999,261,33,181,80,130
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,3/16/2011,485,32.7335,-117.0337,Mar-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110301,-9999,-9999,-9999,-9999,306,61,202,98,150
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,4/16/2011,601,32.7335,-117.0337,Apr-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110401,-9999,-9999,-9999,-9999,306,50,218,113,165
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,5/16/2011,663,32.7335,-117.0337,May-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110501,-9999,-9999,-9999,-9999,339,94,216,121,169
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,6/16/2011,727,32.7335,-117.0337,Jun-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110601,-9999,-9999,-9999,-9999,267,100,224,137,180
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,7/16/2011,733,32.7335,-117.0337,Jul-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110701,-9999,-9999,-9999,-9999,339,150,255,166,211
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,8/23/2011,741,32.7335,-117.0337,Aug-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110801,-9999,-9999,-9999,-9999,333,144,268,162,215
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,9/16/2011,678,32.7335,-117.0337,Sep-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20110901,-9999,-9999,-9999,-9999,383,133,263,158,210
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,10/16/2011,540,32.7335,-117.0337,Oct-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20111001,-9999,-9999,-9999,-9999,383,111,254,142,198
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,11/16/2011,466,32.7335,-117.0337,Nov-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20111101,-9999,-9999,-9999,-9999,300,78,209,113,161
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,12/16/2011,393,32.7335,-117.0337,Dec-11,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20111201,-9999,-9999,-9999,-9999,267,44,185,83,134
SD-CSI-00455,Small Commercial (< 10 kW) and All Residential,Lemon Grove,San Diego,91945,1/16/2012,423,32.7335,-117.0337,Jan-12,GHCND:USR0000CSMI,SAN MIGUEL CALIFORNIA CA US,129.5,32.685,-116.9736,20120101,-9999,-9999,-9999,-9999,306,50,213,98,156
